no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,arrival_year,no_of_special_requests,room_type_reserved,market_segment_type,type_of_meal_plan,booking_status
2,0,2,3,0,178,6,4,0,0,0,100,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,1,0,0,25,9,12,0,0,0,108,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,0,3,0,45,8,16,0,0,0,177,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,19,9,21,0,0,0,91,2017,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,112,6,2,0,0,0,100,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,1,0,0,3,12,6,1,0,2,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,0,0,50,3,28,0,0,0,91,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,207,10,4,0,0,0,98,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,0,1,0,0,5,20,0,0,0,176,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,58,11,23,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,4,0,92,10,7,0,0,0,70,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,2,2,0,115,2,27,0,0,0,76,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,22,7,20,0,0,0,126,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,221,8,12,0,0,0,80,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,3,0,111,6,2,0,0,0,117,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,0,0,95,11,20,0,0,0,90,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,3,0,113,5,31,0,0,0,100,2018,0,Room_Type 1,Corporate,Meal Plan 1,Canceled
2,0,0,2,0,44,5,31,0,0,0,94,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,0,1,0,2,10,13,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,3,0,256,10,16,0,0,0,101,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,2,0,315,9,30,0,0,0,160,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,1,3,0,270,9,29,0,0,0,109,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,1,1,0,7,4,18,0,0,0,73,2018,0,Room_Type 4,Corporate,Meal Plan 1,Not_Canceled
2,0,0,4,0,178,10,26,0,0,0,91,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,5,0,278,12,23,0,0,0,74,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,2,3,0,7,8,6,0,0,0,171,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,2,0,151,1,19,0,0,0,71,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,3,0,3,9,20,0,0,0,156,2018,4,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,2,5,0,76,3,29,0,0,0,82,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,2,0,2,0,47,5,6,0,0,0,199,2018,0,Room_Type 6,Online,Meal Plan 1,Canceled
1,0,0,1,0,443,4,29,0,0,0,60,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,1,0,0,8,5,0,0,0,0,2017,0,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,2,5,0,6,3,1,0,0,0,70,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,4,0,98,5,3,0,0,0,95,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,0,30,2,5,0,0,0,89,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,5,11,6,0,0,0,166,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,3,0,61,12,22,0,0,0,75,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,2,0,105,11,27,0,0,0,72,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,2,0,104,4,15,0,0,0,77,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,101,4,18,0,0,0,70,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,1,0,11,11,5,0,0,0,130,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,2,0,80,9,26,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,3,0,55,10,20,0,0,0,140,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,58,1,27,0,0,0,81,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,3,7,0,231,8,1,0,0,0,82,2018,2,Room_Type 2,Online,Meal Plan 1,Canceled
2,0,1,3,0,183,10,31,0,0,0,84,2018,2,Room_Type 2,Online,Meal Plan 1,Not_Canceled
1,0,2,3,0,95,12,18,0,0,0,68,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,47,8,22,0,0,0,85,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,1,2,2,0,87,5,15,0,0,0,135,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,71,4,8,0,0,0,108,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,33,8,8,0,0,0,125,2018,1,Room_Type 1,Online,Not Selected,Canceled
2,0,2,2,0,14,12,27,0,0,0,107,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,247,12,26,0,0,0,74,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,4,0,35,10,20,0,0,0,96,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,7,3,8,0,0,0,97,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,71,5,10,0,0,0,90,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,3,0,139,5,5,0,0,0,99,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,1,0,116,2,28,0,0,0,60,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,1,0,0,9,17,0,0,0,0,2017,0,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
1,0,0,2,0,377,10,14,0,0,0,90,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
1,0,0,2,0,164,10,2,0,0,0,100,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,27,6,9,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,19,9,23,0,0,0,139,2018,3,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,2,0,75,6,26,0,0,0,77,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,305,11,4,0,0,0,89,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,2,0,308,11,25,0,0,0,52,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,1,0,14,12,2,0,0,0,79,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
1,0,0,1,0,12,6,8,0,0,0,109,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,0,1,53,9,18,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,27,6,9,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,4,0,79,3,30,0,0,0,82,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,0,1,0,63,7,23,0,0,0,122,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,4,0,2,1,2,0,0,0,86,2018,0,Room_Type 1,Online,Meal Plan 2,Not_Canceled
1,0,1,2,0,2,11,13,0,0,0,91,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,2,1,3,0,56,4,18,0,0,0,165,2018,0,Room_Type 6,Online,Meal Plan 1,Canceled
2,0,0,1,0,50,6,22,0,0,0,77,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,1,0,10,22,0,0,0,123,2017,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,5,0,277,9,5,0,0,0,80,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,3,0,52,5,31,0,0,0,140,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
0,2,1,2,0,200,10,31,0,0,0,83,2018,3,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,27,5,18,0,0,0,156,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,1,0,1,0,1,8,26,0,0,0,0,2017,2,Room_Type 4,Complementary,Meal Plan 1,Not_Canceled
2,0,1,2,0,2,3,7,0,0,0,87,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,1,0,90,11,7,0,0,0,172,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,28,4,17,0,0,0,98,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,3,0,151,1,19,0,0,0,71,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,279,10,12,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,3,0,11,6,14,0,0,0,90,2018,0,Room_Type 4,Corporate,Meal Plan 1,Canceled
2,0,0,1,0,147,8,6,0,0,0,114,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,4,0,80,3,8,0,0,0,76,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,1,0,7,23,0,0,0,69,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,1,0,0,5,11,8,1,0,1,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,3,0,290,10,20,0,0,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,1,2,0,3,9,12,0,0,0,110,2018,0,Room_Type 4,Corporate,Meal Plan 1,Not_Canceled
2,0,1,0,0,0,1,17,1,11,16,93,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,80,4,28,0,0,0,95,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,2,1,0,73,4,3,0,0,0,72,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,2,0,315,9,30,0,0,0,160,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,1,2,1,0,68,10,8,0,0,0,135,2018,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,2,0,2,0,10,8,5,0,0,0,186,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,143,11,17,0,0,0,85,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,108,4,28,0,0,0,77,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,1,1,14,0,0,0,66,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,1,3,8,0,0,0,103,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,56,2,26,0,0,0,70,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,2,0,2,0,1,11,29,0,0,0,142,2018,0,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,20,6,8,0,0,0,116,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,1,1,0,4,2,15,0,0,0,0,2018,1,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,0,5,0,79,4,12,0,0,0,91,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,36,6,29,0,0,0,121,2018,0,Room_Type 4,Corporate,Meal Plan 1,Not_Canceled
2,0,1,3,0,210,10,8,0,0,0,73,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,3,1,19,6,21,0,0,0,131,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,0,0,35,9,26,0,0,0,81,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,1,0,2,0,9,9,8,0,0,0,202,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,275,12,28,0,0,0,82,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,2,5,0,150,9,18,0,0,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,2,1,0,221,10,17,0,0,0,90,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,48,10,9,0,0,0,87,2017,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,19,10,6,1,1,0,90,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,73,5,7,0,0,0,127,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,245,6,17,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,2,1,0,4,8,8,0,0,0,95,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
3,0,0,3,1,178,8,23,0,0,0,144,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,1,0,109,4,30,0,0,0,77,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,64,9,16,0,0,0,149,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,3,0,132,6,30,0,0,0,96,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,2,0,168,4,22,0,0,0,85,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,3,0,304,11,3,0,0,0,89,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,2,0,161,3,25,0,0,0,130,2018,0,Room_Type 2,Offline,Meal Plan 2,Canceled
2,0,1,0,0,1,5,23,0,0,0,149,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,1,2,0,0,8,3,0,0,0,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,1,0,55,4,6,0,0,0,104,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
1,0,0,1,0,78,11,26,0,0,0,96,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,77,4,1,0,0,0,86,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,2,0,160,6,17,0,0,0,129,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
3,0,2,2,0,23,10,18,0,0,0,105,2017,1,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
1,0,0,3,0,166,11,1,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,4,0,222,10,12,0,0,0,81,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,46,11,6,0,0,0,60,2017,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,51,4,1,0,0,0,106,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,23,2,7,0,0,0,66,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,0,7,23,0,0,0,94,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,1,2,0,50,11,18,0,0,0,86,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,273,7,17,0,0,0,109,2017,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,2,1,0,15,6,12,0,0,0,114,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,2,0,65,8,26,0,0,0,134,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,8,0,119,8,17,0,0,0,119,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,2,0,126,7,11,0,0,0,73,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,0,1,0,18,12,27,0,0,0,60,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,135,12,28,0,0,0,79,2018,2,Room_Type 1,Online,Not Selected,Canceled
3,0,2,0,0,40,3,20,0,0,0,131,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,2,0,292,7,21,0,0,0,115,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,1,0,33,5,25,0,0,0,109,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,212,5,20,0,0,0,78,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,16,6,12,0,0,0,102,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,1,0,8,5,24,0,0,0,115,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,1,2,0,6,3,25,0,0,0,193,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
3,0,0,1,0,56,6,9,0,0,0,141,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,2,0,273,5,13,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,4,0,323,5,17,0,0,0,112,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,3,0,122,8,2,0,0,0,119,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,4,0,149,7,23,0,0,0,99,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,2,1,2,0,142,8,5,0,0,0,244,2018,0,Room_Type 6,Online,Meal Plan 2,Canceled
2,0,0,2,0,163,8,26,0,0,0,96,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,4,0,101,4,26,0,0,0,93,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,20,11,13,0,0,0,97,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,1,0,12,9,18,0,0,0,162,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,2,0,118,6,6,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,1,162,6,26,0,0,0,114,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,3,0,68,4,2,0,0,0,90,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,23,11,24,0,0,0,79,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,0,2,0,346,9,13,0,0,0,3,2018,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,0,3,0,44,2,17,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,42,9,15,0,0,0,113,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,103,4,19,0,0,0,115,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,2,2,0,64,9,2,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,141,6,3,0,0,0,132,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,1,0,0,28,5,29,0,0,0,157,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,1,1,0,3,7,11,1,0,5,65,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,1,0,81,5,19,0,0,0,116,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,1,0,180,10,16,0,0,0,70,2017,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,3,0,93,12,30,0,0,0,61,2017,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
3,0,0,2,0,82,8,19,0,0,0,150,2018,3,Room_Type 4,Online,Meal Plan 1,Not_Canceled
3,0,0,4,0,86,7,27,0,0,0,140,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,1,0,9,8,14,0,0,0,116,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,74,9,18,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,2,2,0,5,8,16,0,0,0,92,2017,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,219,9,13,0,0,0,136,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,3,0,14,9,9,0,0,0,113,2017,2,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,1,1,0,14,4,11,0,0,0,0,2018,0,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,0,2,0,291,8,19,0,0,0,115,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,1,4,0,23,9,16,0,0,0,68,2017,1,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,2,4,0,53,9,1,0,0,0,121,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,125,8,22,0,0,0,103,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,3,0,39,3,10,0,0,0,51,2018,1,Room_Type 1,Online,Not Selected,Canceled
3,0,1,3,0,266,12,26,0,0,0,105,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,2,12,10,0,0,0,0,2018,2,Room_Type 7,Complementary,Meal Plan 1,Not_Canceled
2,0,0,4,0,64,4,26,0,0,0,95,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,2,1,0,2,5,15,1,0,2,65,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,2,0,104,10,17,0,0,0,108,2018,1,Room_Type 1,Online,Not Selected,Canceled
1,0,1,2,0,14,5,23,0,0,0,127,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,3,0,121,7,7,0,0,0,104,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,3,5,0,10,5,29,0,0,0,110,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,1,0,115,10,13,0,0,0,108,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,0,3,0,37,10,13,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,3,0,222,10,2,0,0,0,103,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,0,9,27,0,0,0,160,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
1,0,0,2,0,192,6,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,143,4,22,0,0,0,77,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,2,0,18,5,9,0,0,0,136,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,5,0,87,6,12,0,0,0,134,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,4,5,0,114,7,17,0,0,0,191,2018,0,Room_Type 4,Online,Meal Plan 2,Canceled
2,0,2,1,0,202,10,15,0,0,0,120,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,5,0,14,10,13,0,0,0,131,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,49,12,8,0,0,0,98,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,16,6,17,0,0,0,129,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,5,0,140,8,9,0,0,0,86,2018,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,0,46,3,18,0,0,0,75,2018,0,Room_Type 2,Offline,Meal Plan 1,Not_Canceled
1,0,1,0,0,4,9,11,0,0,0,149,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,3,0,22,9,17,0,0,0,109,2017,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,2,1,2,1,19,1,1,0,0,0,195,2018,0,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,43,11,30,0,0,0,88,2018,4,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,55,4,6,0,0,0,104,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,1,2,0,191,6,3,0,0,0,132,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
3,0,1,3,0,65,9,5,0,0,0,143,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,4,7,5,1,0,28,0,2018,4,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
1,0,2,3,0,269,12,29,0,0,0,70,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,263,10,21,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
3,0,1,3,0,79,10,20,0,0,0,151,2018,3,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,2,2,0,62,9,4,0,0,0,99,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,2,1,0,1,2,28,0,0,0,60,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,2,0,377,10,14,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,1,1,0,7,5,21,0,0,0,112,2018,1,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,1,1,1,0,136,7,16,0,0,0,122,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,185,5,6,0,0,0,82,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,1,8,4,0,0,0,110,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,5,0,41,12,27,0,0,0,70,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,2,2,1,0,46,5,28,0,0,0,208,2018,2,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,194,7,15,0,0,0,87,2018,0,Room_Type 2,Online,Meal Plan 1,Canceled
2,0,1,0,0,13,3,20,0,0,0,85,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,3,0,3,3,29,0,0,0,98,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,193,10,15,0,0,0,65,2017,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,2,2,0,56,9,25,0,0,0,185,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,0,0,6,11,13,0,0,0,0,2018,0,Room_Type 6,Complementary,Meal Plan 1,Not_Canceled
2,0,0,2,0,211,5,20,0,0,0,100,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,3,0,19,10,6,1,1,0,90,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
